OPEID;INSTNM;CITY;STABBR;ZIP;INSTURL;REGION;LOCALE;ADM_RATE;COSTT4_A
364100;Texas Lutheran University;Seguin;TX;78155-5999;www.tlu.edu;6;31.0;0.4853;40085.0
993000;The University of Texas of the Permian Basin;Odessa;TX;79762-0001;www.utpb.edu;6;12.0;0.8946;18123.0
1011500;The University of Texas at San Antonio;San Antonio;TX;78249-1644;www.utsa.edu/;6;11.0;0.7946;19906.0
2312200;Brightwood College-Houston;Houston;TX;77073;www.brightwood.edu;6;11.0;;
364200;Texas Southern University;Houston;TX;77004;www.tsu.edu;6;11.0;0.6666;24089.0
364400;Texas Tech University;Lubbock;TX;79409-5005;www.ttu.edu;6;11.0;0.6918;22615.0
364500;Texas Wesleyan University;Fort Worth;TX;76105-1536;www.txwes.edu;6;11.0;0.3427;39601.0
364600;Texas Woman's University;Denton;TX;76204;www.twu.edu;6;12.0;0.8571;17539.0
364700;Trinity University;San Antonio;TX;78212-7200;https://new.trinity.edu/;6;11.0;0.3844;54714.0
495100;The University of Texas Health Science Center at Houston;Houston;TX;77030;www.uth.edu/;6;11.0;;
1067400;Texas Tech University Health Sciences Center;Lubbock;TX;79430;https://www.ttuhsc.edu;6;11.0;;
364800;Tyler Junior College;Tyler;TX;75701;www.tjc.edu;6;12.0;;14266.0
2362000;Universal Technical Institute of Texas Inc.;Houston;TX;77073;www.uti.edu;6;11.0;;
2285900;UCAS University of Cosemtology Arts & Sciences-McAllen;McAllen;TX;78504;www.ucastx.com;6;12.0;;
1006000;Vernon College;Vernon;TX;76384-4092;www.vernoncollege.edu;6;41.0;;11829.0
1202000;Victoria Beauty College Inc;Victoria;TX;77901-6233;www.victoriabeautycollegeinc.com;6;13.0;;
366200;Victoria College;Victoria;TX;77901;www.victoriacollege.edu;6;13.0;;11810.0
4178400;Vogue College of Cosmetology-McAllen;McAllen;TX;78501-1945;voguebeautycollege.com;6;12.0;;
366300;Wayland Baptist University;Plainview;TX;79072;www.wbu.edu;6;33.0;0.9876;27788.0
366400;Weatherford College;Weatherford;TX;76086-5699;https://www.wc.edu;6;31.0;;11957.0
366500;West Texas A & M University;Canyon;TX;79016-0001;www.wtamu.edu;6;31.0;0.6136;20067.0
954900;Western Texas College;Snyder;TX;79549;www.wtc.edu;6;33.0;;11339.0
366800;Wharton County Junior College;Wharton;TX;77488;https://www.wcjc.edu;6;32.0;;8858.0
366900;Wiley College;Marshall;TX;75670;wileyc.edu;6;32.0;;23300.0
2270800;AmeriTech College-Provo;Provo;UT;84604;www.ameritech.edu;7;12.0;0.5;
2115400;Bridgerland Technical College;Logan;UT;84321;www.btech.edu;7;13.0;;
367000;Brigham Young University-Provo;Provo;UT;84602;www.byu.edu;7;12.0;0.524;17801.0
160600;Brigham Young University-Hawaii;Laie;HI;96762-1294;www.byuh.edu/;8;31.0;0.3677;17178.0
1116600;Broadview University-West Jordan;West Jordan;UT;84088;www.broadviewuniversity.edu/;7;21.0;;25056.0
3921300;Cameo College of Essential Beauty;Murray;UT;84107;www.cameocollege.com;7;21.0;;
943300;Sherman Kendall Academy-Salt Lake City;Salt Lake City;UT;84106;www.shermankendall.com;7;12.0;;
2078800;Collectiv Academy;Sandy;UT;84094;www.collectivacademy.com/;7;21.0;;
2156600;Davis Technical College;Kaysville;UT;84037-2699;https://www.davistech.edu/;7;21.0;;
367100;Dixie State University;Saint George;UT;84770-3876;dixie.edu/;7;13.0;;17429.0
2573100;Evans Hairstyling College-Cedar City;Cedar City;UT;84720;evanscollege.com;7;33.0;;
2572700;Evans Hairstyling College-St George;Saint George;UT;84770;evanscollege.com;7;13.0;;
2556800;Paul Mitchell the School-Salt Lake City;Holladay;UT;84117;paulmitchell.edu/saltlakecity;7;21.0;;
2178500;Eagle Gate College-Murray;Murray;UT;84123-6965;EAGLEGATECOLLEGE.EDU;7;21.0;;22392.0
367200;LDS Business College;Salt Lake City;UT;84101-3500;www.ldsbc.edu;7;12.0;;11192.0
2346500;Ogden-Weber Technical College;Ogden;UT;84404-4089;www.otech.edu;7;13.0;;
367900;Snow College;Ephraim;UT;84627;https://www.snow.edu;7;33.0;;14088.0
367800;Southern Utah University;Cedar City;UT;84720;https://www.suu.edu/;7;33.0;0.758;19516.0
367400;Stevens-Henager College;West Haven;UT;84401;www.stevenshenager.edu;7;21.0;;32176.0
367401;Stevens-Henager College;Orem;UT;84058;www.stevenshenager.edu;7;13.0;;32358.0
1116500;Uintah Basin Technical College;Roosevelt;UT;84066;www.ubtech.edu/;7;33.0;;
367700;Utah State University;Logan;UT;84322-1400;www.usu.edu;7;13.0;0.8908;17671.0
402700;Utah Valley University;Orem;UT;84058-5999;www.uvu.edu;7;13.0;;13138.0
522000;Salt Lake Community College;Salt Lake City;UT;84123;www.slcc.edu;7;21.0;;11518.0
367500;University of Utah;Salt Lake City;UT;84112-9008;www.utah.edu;7;12.0;0.6615;19406.0
368000;Weber State University;Ogden;UT;84408-1031;www.weber.edu;7;13.0;;15054.0
368100;Westminster College;Salt Lake City;UT;84105;www.westminstercollege.edu;7;12.0;0.9271;43464.0
368200;Bennington College;Bennington;VT;05201-6003;www.bennington.edu;1;32.0;0.5659;68420.0
368300;Castleton University;Castleton;VT;05735;www.castleton.edu;1;32.0;0.8154;23173.0
368400;Champlain College;Burlington;VT;05401;www.champlain.edu;1;13.0;0.7504;55724.0
1116700;Community College of Vermont;Montpelier;VT;05602;www.ccv.edu;1;41.0;;15706.0
368600;Goddard College;Plainfield;VT;05667-9432;www.goddard.edu;1;42.0;1.0;26481.0
368700;Green Mountain College;Poultney;VT;05764-1199;www.greenmtn.edu;1;42.0;0.7829;48800.0
368800;Northern Vermont University;Johnson;VT;05656-9464;www.northernvermont.edu;1;42.0;0.8695;23178.0
368900;Lyndon State College;Lyndonville;VT;05851-0919;WWW.LYNDONSTATE.EDU;1;33.0;0.9727;22332.0
369000;Marlboro College;Marlboro;VT;05344-0300;www.marlboro.edu;1;42.0;0.9669;54102.0
369100;Middlebury College;Middlebury;VT;05753;www.middlebury.edu;1;32.0;0.171;66332.0
2254000;New England Culinary Institute;Montpelier;VT;05602;www.neci.edu;1;32.0;;
369200;Norwich University;Northfield;VT;05663-1035;www.norwich.edu/;1;32.0;0.6453;54394.0
865800;O'Briens Aveda Institute;Williston;VT;05495;www.obriensavedainstitute.org;1;22.0;;
369400;Saint Michael's College;Colchester;VT;05439;www.smcvt.edu;1;22.0;0.851;55323.0
886000;SIT Graduate Institute;Brattleboro;VT;05302-0676;www.sit.edu;1;41.0;;
368500;College of St Joseph;Rutland;VT;05701-3899;www.csj.edu;1;32.0;0.5411;37400.0
369300;Southern Vermont College;Bennington;VT;05201-6002;https://svc.edu;1;41.0;0.9068;37775.0
2143500;Sterling College;Craftsbury Common;VT;05827-0072;www.sterlingcollege.edu;1;43.0;0.9429;48755.0
1193400;Vermont Law School;South Royalton;VT;05068-0096;www.vermontlaw.edu;1;43.0;;
369800;Vermont Technical College;Randolph;VT;05061;www.vtc.edu/;1;43.0;0.633;25746.0
369600;University of Vermont;Burlington;VT;05405-0160;www.uvm.edu;1;13.0;0.672;31606.0
3010700;Paul Mitchell the School-Roanoke;Roanoke;VA;24014;roanoke.paulmitchell.edu;5;13.0;;
3127500;Advanced Technology Institute;Virginia Beach;VA;23462;www.auto.edu;5;11.0;0.7954;24683.0
370200;Averett University;Danville;VA;24541;https://www.averett.edu;5;32.0;0.6102;42502.0
681900;Blue Ridge Community College;Weyers Cave;VA;24486-0080;https://www.brcc.edu;5;41.0;;12499.0
370300;Bluefield College;Bluefield;VA;24605;www.bluefield.edu;5;32.0;0.9112;35857.0
370400;Bridgewater College;Bridgewater;VA;22812-1599;https://www.bridgewater.edu/about-us;5;23.0;0.5198;47161.0
370500;College of William and Mary;Williamsburg;VA;23187-8795;www.wm.edu;5;23.0;0.3592;35991.0
3091300;Regent University;Virginia Beach;VA;23464;www.regent.edu;5;11.0;0.7829999999999999;27995.0
2128700;Central School of Practical Nursing;Norfolk;VA;23502;https://www.npsk12.com/domain/980;5;12.0;;
498800;Central Virginia Community College;Lynchburg;VA;24502-2498;www.centralvirginia.edu;5;13.0;;9415.0
370600;Christopher Newport University;Newport News;VA;23606-3072;cnu.edu/;5;12.0;0.7239;28394.0
2538800;Suffolk Beauty Academy;Suffolk;VA;23434-3020;suffolkbeautyacademy.edu;5;21.0;;
267811;Bryant & Stratton College-Virginia Beach;Virginia Beach;VA;23462;https://www.bryantstratton.edu;5;11.0;;21780.0
267812;Bryant & Stratton College-Richmond;North Chesterfield;VA;23235;https://www.bryantstratton.edu;5;21.0;;22529.0
662200;Jefferson College of Health Sciences;Roanoke;VA;24013;www.jchs.edu;5;13.0;0.3922;40502.0
499600;Dabney S Lancaster Community College;Clifton Forge;VA;24422-1000;www.dslcc.edu;5;41.0;;10557.0
375800;Danville Community College;Danville;VA;24541-4004;www.dcc.vccs.edu;5;32.0;;11708.0
1033800;Eastern Virginia Medical School;Norfolk;VA;23507;www.evms.edu;5;12.0;;
2334400;Centura College-Virginia Beach;Virginia Beach;VA;23452-7431;www.centuracollege.edu;5;11.0;;28693.0
370900;Emory & Henry College;Emory;VA;24327-0947;www.ehc.edu;5;41.0;0.7223;47516.0
370800;Eastern Mennonite University;Harrisonburg;VA;22802-2462;https://emu.edu;5;13.0;0.5373;46075.0
374800;Eastern Shore Community College;Melfa;VA;23410;www.es.vccs.edu;5;43.0;;10313.0
371100;Ferrum College;Ferrum;VA;24088-9000;www.ferrum.edu;5;42.0;0.7193;45296.0
374900;George Mason University;Fairfax;VA;22030-4444;https://www2.gmu.edu/;5;21.0;0.8132;25196.0
866000;Germanna Community College;Locust Grove;VA;22508-2102;www.germanna.edu;5;41.0;;11438.0
371300;Hampden-Sydney College;Hampden-Sydney;VA;23943-0128;www.hsc.edu;5;42.0;0.5505;59100.0
371400;Hampton University;Hampton;VA;23668-0099;www.hamptonu.edu;5;12.0;0.36200000000000004;38849.0
371500;Hollins University;Roanoke;VA;24020;www.hollins.edu;5;22.0;0.4838;52106.0
375900;J Sargeant Reynolds Community College;Richmond;VA;23228-2327;www.reynolds.edu;5;21.0;;11512.0
372100;James Madison University;Harrisonburg;VA;22807;www.jmu.edu/;5;13.0;0.752;24750.0
400400;John Tyler Community College;Chester;VA;23831-5316;https://jtcc.edu;5;21.0;;11039.0
2053000;Liberty University;Lynchburg;VA;24515;www.liberty.edu;5;13.0;0.2979;37388.0
371900;Longwood University;Farmville;VA;23909;www.longwood.edu;5;33.0;0.9183;26592.0
865900;Lord Fairfax Community College;Middletown;VA;22645;https://www.lfcc.edu;5;41.0;;11008.0
372000;University of Lynchburg;Lynchburg;VA;24501-3113;www.lynchburg.edu;5;13.0;0.7455;48479.0
2175800;Centra College of Nursing;Lynchburg;VA;24501;www.centrahealth.com/CCON;5;13.0;;
372300;Mary Baldwin University;Staunton;VA;24401;https://www.marybaldwin.edu;5;13.0;0.9470000000000001;42497.0
374600;University of Mary Washington;Fredericksburg;VA;22401-5300;www.umw.edu;5;22.0;0.735;25134.0
372400;Marymount University;Arlington;VA;22207-4299;https://www.marymount.edu;5;12.0;0.9226;44561.0
2111600;Sovah Health School of Health Professions;Danville;VA;24541;danvilleregional.com/for-healthcare-professionals/radiologic-technology-program;5;32.0;;
962900;Mountain Empire Community College;Big Stone Gap;VA;24219;www.mecc.edu;5;32.0;;11952.0
372600;American National University;Salem;VA;24153;https://www.an.edu/locations/;5;22.0;;26983.0
522300;New River Community College;Dublin;VA;24084-1127;www.nr.edu;5;31.0;;11720.0
3106500;Sentara College of Health Sciences;Chesapeake;VA;23320;www.sentara.edu;5;21.0;;
2320900;Tidewater Tech-Trades;Norfolk;VA;23502;www.tidewatertechtrades.edu;5;12.0;;28350.0
376500;Norfolk State University;Norfolk;VA;23504-8000;www.nsu.edu;5;12.0;0.9013;23992.0
372700;Northern Virginia Community College;Annandale;VA;22003-3796;www.nvcc.edu;5;21.0;;14758.0
372800;Old Dominion University;Norfolk;VA;23529;www.odu.edu;5;12.0;0.8572;23250.0
375100;Patrick Henry Community College;Martinsville;VA;24112;www.patrickhenry.edu;5;41.0;;10359.0
915900;Paul D Camp Community College;Franklin;VA;23851;www.pdc.edu/;5;32.0;;9380.0
1274400;Southside Regional Medical Center Professional Schools;Colonial Heights;VA;23834;www.srmconline.com;5;21.0;;
499200;Miller-Motte Technical College-Lynchburg;Lynchburg;VA;24502;www.miller-motte.edu/;5;13.0;;22893.0
992800;Piedmont Virginia Community College;Charlottesville;VA;22902-7589;www.pvcc.edu;5;23.0;;11798.0
373200;Radford University;Radford;VA;24142;https://www.radford.edu;5;13.0;0.7432;22454.0
1159600;Sylvain Melloul International Hair Academy;Lynchburg;VA;24502-2652;smiha.edu;5;13.0;;
373300;Randolph-Macon College;Ashland;VA;23005-5505;www.rmc.edu;5;21.0;0.6223;51911.0
373400;Randolph College;Lynchburg;VA;24503-1555;www.randolphcollege.edu;5;13.0;0.8644;52350.0
916000;Rappahannock Community College;Glenns;VA;23149-2616;www.rappahannock.edu/;5;42.0;;11798.0
2342700;Fortis College-Norfolk;Norfolk;VA;23502-4101;www.fortisedu.info/cig-vabeach.php;5;12.0;;30802.0
370700;Richard Bland College;South Prince George;VA;23805;www.rbc.edu;5;41.0;0.3292;18889.0
1004300;Bon Secours Memorial College of Nursing;Richmond;VA;23227-1149;www.bsmcon.edu;5;21.0;;
374400;University of Richmond;University of Richmond;VA;23173;www.richmond.edu;5;12.0;0.3297;62974.0
2140000;Riverside College of Health Careers;Newport News;VA;23601;www.riverside.edu;5;12.0;0.5455;28339.0
373600;Roanoke College;Salem;VA;24153-3794;www.roanoke.edu;5;22.0;0.6719;56088.0
2358500;Bon Secours St Mary's Hospital School of Medical Imaging;Richmond;VA;23227;www.mysomi.org;5;21.0;;
373700;Shenandoah University;Winchester;VA;22601-5195;www.su.edu;5;13.0;0.8325;45388.0
373800;Southern Virginia University;Buena Vista;VA;24416;www.svu.edu;5;32.0;0.5616;26667.0
866100;Southside Virginia Community College;Alberta;VA;23821;www.southside.edu;5;42.0;;12900.0
726000;Southwest Virginia Community College;Cedar Bluff;VA;24609;sw.edu;5;41.0;;13588.0
953500;Staunton School of Cosmetology;Staunton;VA;24401-4323;hairstylingschool.com;5;13.0;;
145901;Strayer University-Virginia;Arlington;VA;22201;www.strayer.edu/virginia/arlington;5;12.0;;27744.0
374200;Sweet Briar College;Sweet Briar;VA;24595-9998;www.sbc.edu;5;22.0;0.9279999999999999;52885.0
687100;Thomas Nelson Community College;Hampton;VA;23666;https://tncc.edu;5;12.0;;11478.0
371200;Tidewater Community College;Norfolk;VA;23510;www.tcc.edu;5;12.0;;12290.0
374300;Union Presbyterian Seminary;Richmond;VA;23227;www.upsem.edu;5;12.0;;
374700;The University of Virginia's College at Wise;Wise;VA;24293-4400;https://www.uvawise.edu/;5;32.0;0.7751;21604.0
709900;Virginia Highlands Community College;Abingdon;VA;24212-0828;www.vhcc.edu;5;23.0;;11575.0
375400;Virginia Polytechnic Institute and State University;Blacksburg;VA;24061-0131;WWW.VT.EDU;5;13.0;0.7006;25762.0
376000;Virginia Western Community College;Roanoke;VA;24015;virginiawestern.edu/;5;13.0;;11655.0
373500;Virginia Commonwealth University;Richmond;VA;23284-2512;https://www.vcu.edu/;5;12.0;0.8390000000000001;29339.0
374500;University of Virginia-Main Campus;Charlottesville;VA;22903-2628;www.virginia.edu;5;23.0;0.2735;31186.0
375300;Virginia Military Institute;Lexington;VA;24450-0304;www.vmi.edu;5;32.0;0.5314;29610.0
953700;Virginia School of Hair Design;Hampton;VA;23669;www.vshd.edu;5;12.0;;
376200;Virginia University of Lynchburg;Lynchburg;VA;24501;www.vul.edu;5;13.0;;23209.0
376400;Virginia State University;Petersburg;VA;23806;www.vsu.edu;5;21.0;0.9111;22009.0
376600;Virginia Union University;Richmond;VA;23220;www.vuu.edu;5;12.0;0.4392;30317.0
376700;Virginia Wesleyan University;Virginia Beach;VA;23455;www.vwu.edu;5;11.0;0.6988;48344.0
376800;Washington and Lee University;Lexington;VA;24450-2116;www.wlu.edu/;5;32.0;0.22;63500.0
2197600;Wilson Workforce and Rehabilitation Center;Fishersville;VA;22939-1500;https://www.wwrc.net;5;23.0;1.0;
376100;Wytheville Community College;Wytheville;VA;24382-3308;www.wcc.vccs.edu;5;32.0;;7084.0
2291300;The Art Institute of Seattle;Seattle;WA;98121-1622;www.artinstitutes.edu/seattle;8;11.0;;29513.0
2105300;Evergreen Beauty and Barber College-Bellevue;Bellevue;WA;98007;evergreenbeauty.edu;8;12.0;;
376900;Bellevue College;Bellevue;WA;98007-6484;https://bellevuecollege.edu;8;12.0;;12218.0
499900;Bellingham Technical College;Bellingham;WA;98225-1599;www.btc.edu;8;13.0;;10373.0
377000;Big Bend Community College;Moses Lake;WA;98837-3299;https://www.bigbend.edu;8;33.0;;12650.0
377100;Central Washington University;Ellensburg;WA;98926-7501;www.cwu.edu;8;32.0;0.8634;20774.0
377200;Centralia College;Centralia;WA;98531-4099;www.centralia.edu;8;32.0;;13676.0
1302200;City University of Seattle;Seattle;WA;98121;www.cityu.edu;8;11.0;;
3065000;Paul Mitchell the School-Richland;Richland;WA;99352;paulmitchell.edu/richland;8;13.0;;
377300;Clark College;Vancouver;WA;98663-3598;www.clark.edu;8;12.0;;13452.0
575200;Clover Park Technical College;Lakewood;WA;98499-4004;www.cptc.edu;8;13.0;;12307.0
377400;Columbia Basin College;Pasco;WA;99301;www.columbiabasin.edu;8;22.0;;13935.0
1231500;Cornish College of the Arts;Seattle;WA;98121;www.cornish.edu;8;11.0;0.8749;54208.0
1148100;Divers Institute of Technology;Seattle;WA;98103;www.diversinstitute.edu;8;11.0;;
377500;Eastern Washington University;Cheney;WA;99004-2496;www.ewu.edu;8;31.0;0.9620000000000001;19672.0
500100;Edmonds Community College;Lynnwood;WA;98036-5912;www.edcc.edu;8;21.0;;13479.0
377600;Everett Community College;Everett;WA;98201;www.everettcc.edu;8;12.0;;14510.0
2184200;Paroba College of Cosmetology;Everett;WA;98203;www.paroba.edu;8;12.0;0.8667;
815500;The Evergreen State College;Olympia;WA;98505-0001;www.evergreen.edu;8;22.0;0.9628;20612.0
500000;Pierce College-Fort Steilacoom;Lakewood;WA;98498-1999;www.pierce.ctc.edu;8;13.0;;11494.0
973900;Glen Dow Academy of Hair Design;Spokane;WA;99201;www.glendow.com;8;12.0;;
377800;Gonzaga University;Spokane;WA;99258-0001;https://www.gonzaga.edu;8;12.0;0.6485;55181.0
377900;Grays Harbor College;Aberdeen;WA;98520-7599;www.ghc.edu;8;41.0;;12392.0
378000;Green River College;Auburn;WA;98092-3622;www.greenriver.edu/;8;13.0;;15143.0
1249600;Toni & Guy Hairdressing Academy-Shoreline;Shoreline;WA;98133;www.toniguy.edu;8;21.0;;
377700;Heritage University;Toppenish;WA;98948;www.heritage.edu;8;41.0;;27928.0
378100;Highline College;Des Moines;WA;98198-9800;www.highline.edu;8;21.0;;14461.0
2222900;International Air and Hospitality Academy;Vancouver;WA;98661;www.aha.edu/;8;12.0;;
2242500;Bastyr University;Kenmore;WA;98028-4966;www.bastyr.edu;8;21.0;;
2203300;Gene Juarez Academy of Beauty-Mountlake Terrace;Mountlake Terrace;WA;98043;https://genejuarezacademy.edu;8;21.0;;
530600;Bates Technical College;Tacoma;WA;98405;www.bates.ctc.edu/;8;12.0;;10905.0
537300;Lake Washington Institute of Technology;Kirkland;WA;98034-8506;www.lwtech.edu/;8;21.0;;12695.0
378200;Lower Columbia College;Longview;WA;98632-0310;https://lowercolumbia.edu;8;13.0;;13082.0
4130800;BJ's Beauty & Barber College;Auburn;WA;98002-5504;bjsbeautyandbarbercollege.com/;8;13.0;;
2541900;BJ's Beauty & Barber College;Tacoma;WA;98409;www.bjsbeautyandbarbercollege.com;8;12.0;;
970400;North Seattle College;Seattle;WA;98103-3599;www.northseattle.edu;8;11.0;;10720.0
378300;Northwest University;Kirkland;WA;98083-0579;www.northwestu.edu;8;21.0;0.9744;41130.0
378400;Olympic College;Bremerton;WA;98337-1699;www.olympic.edu;8;13.0;;11690.0
938700;Perry Technical Institute;Yakima;WA;98903-1296;www.perrytech.edu/;8;13.0;;
378500;Pacific Lutheran University;Tacoma;WA;98447-0003;www.plu.edu;8;21.0;0.7539;51433.0
378600;Peninsula College;Port Angeles;WA;98362;www.pencol.edu;8;33.0;;12350.0
379700;University of Puget Sound;Tacoma;WA;98416;www.pugetsound.edu;8;12.0;0.8387;61652.0
1043400;Renton Technical College;Renton;WA;98056-4123;www.rtc.edu;8;12.0;;12402.0
379400;Saint Martin's University;Lacey;WA;98503-7500;https://www.stmartin.edu;8;22.0;0.9751;47359.0
970600;South Seattle College;Seattle;WA;98106-1499;southseattle.edu;8;11.0;;12867.0
378700;Seattle Central College;Seattle;WA;98122;www.seattlecentral.edu;8;11.0;;11531.0
378800;Seattle Pacific University;Seattle;WA;98119-1997;www.spu.edu;8;11.0;0.9087;54315.0
379000;Seattle University;Seattle;WA;98122-4340;www.seattleu.edu;8;11.0;0.738;58371.0
379100;Shoreline Community College;Shoreline;WA;98133-5696;www.shoreline.edu;8;21.0;;11782.0
379200;Skagit Valley College;Mount Vernon;WA;98273;www.skagit.edu;8;13.0;;12682.0
537200;South Puget Sound Community College;Olympia;WA;98512-6292;www.spscc.edu;8;13.0;;12510.0
379300;Spokane Community College;Spokane;WA;99217-5399;https://scc.spokane.edu;8;12.0;;10808.0
954400;Spokane Falls Community College;Spokane;WA;99224-5288;https://sfcc.spokane.edu/;8;12.0;;12457.0
2202200;Stylemaster College of Hair Design;Longview;WA;98632-3027;stylemasters.edu;8;13.0;;
379600;Tacoma Community College;Tacoma;WA;98466-6100;https://www.tacomacc.edu;8;12.0;;11465.0
500600;Walla Walla Community College;Walla Walla;WA;99362-9267;https://www.wwcc.edu/;8;13.0;;11689.0
379900;Walla Walla University;College Place;WA;99324-1198;www.wallawalla.edu;8;23.0;;37913.0
380000;Washington State University;Pullman;WA;99164-5910;wsu.edu/;8;32.0;0.7306;25433.0
379800;University of Washington-Seattle Campus;Seattle;WA;98195-4550;www.washington.edu;8;11.0;0.4642;25360.0
380100;Wenatchee Valley College;Wenatchee;WA;98801-1799;www.wvc.edu;8;13.0;;13339.0
380200;Western Washington University;Bellingham;WA;98225-9008;www.wwu.edu;8;13.0;0.8479;22374.0
1036400;Whatcom Community College;Bellingham;WA;98226;whatcom.edu;8;13.0;;12828.0
380300;Whitman College;Walla Walla;WA;99362;www.whitman.edu;8;13.0;0.5173;61972.0
380400;Whitworth University;Spokane;WA;99251;www.whitworth.edu;8;21.0;0.8901;55273.0
380500;Yakima Valley College;Yakima;WA;98907-2520;https://www.yvcc.edu;8;13.0;;13203.0
380600;Alderson Broaddus University;Philippi;WV;26416-2035;www.ab.edu/;5;32.0;0.4063;37162.0
2159100;Appalachian Beauty School;Belfry;KY;41514;appalachianbeautyschool.com/;5;41.0;;
754400;Appalachian Bible College;Mount Hope;WV;25880-9557;https://abc.edu;5;41.0;0.5895;24699.0
1274300;Ben Franklin Career Center;Dunbar;WV;25064;benfranklinctc.weebly.com;5;22.0;;18840.0
380800;Bethany College;Bethany;WV;26032;www.bethanywv.edu;5;41.0;0.9404;41220.0
380900;Bluefield State College;Bluefield;WV;24701;www.bluefieldstate.edu;5;32.0;0.8146;15638.0
2275300;Cabell County Career Technology Center;Huntington;WV;25705-2827;ctc.cabellschools.com/;5;22.0;;
2178200;Charleston School of Beauty Culture;Charleston;WV;25301;charlestonschoolofbeautyculture.com;5;13.0;;
381800;University of Charleston;Charleston;WV;25304;www.ucwv.edu;5;13.0;0.6449;40161.0
895900;Clarksburg Beauty Academy and School of Massage Therapy;Clarksburg;WV;26301;clarksburgbeautyacademywv.com;5;32.0;;
381000;Concord University;Athens;WV;24712;www.concord.edu;5;32.0;0.9019;15780.0
381100;Davis & Elkins College;Elkins;WV;26241-3996;www.dewv.edu;5;33.0;0.4161;41055.0
381200;Fairmont State University;Fairmont;WV;26554-2470;https://www.fairmontstate.edu/;5;32.0;0.7061;17657.0
381300;Glenville State College;Glenville;WV;26351-1292;www.glenville.edu;5;33.0;;21270.0
904700;Huntington Junior College;Huntington;WV;25701;www.huntingtonjuniorcollege.edu;5;13.0;;13745.0
835500;James Rumsey Technical Institute;Martinsburg;WV;25403-0259;www.jamesrumsey.com;5;22.0;;
2524500;Ralph R Willis Career and Technical Center;Stollings;WV;25646;www.rrw.logancountyschoolswv.com/;5;41.0;;
381500;Marshall University;Huntington;WV;25755;www.marshall.edu/;5;13.0;0.9019;18315.0
2535500;Mercer County Technical Education Center;Princeton;WV;24740;mercer-k12.wvnet.edu/technicaled/;5;32.0;;
3052000;Meredith Manor International Equestrian Center;Waverly;WV;26184;www.meredithmanor.edu;5;42.0;;30201.0
1290400;Monongalia County Technical Education Center;Morgantown;WV;26501-6841;mtec.mono.k12.wv.us/;5;13.0;0.4667;
3102100;Morgantown Beauty College Inc;Morgantown;WV;26505-5430;www.MorgantownBeautyCollege.edu;5;13.0;;
500800;Mountain State College;Parkersburg;WV;26101-3993;www.msc.edu;5;13.0;;21282.0
2579900;Opportunities Industrialization Center;Fairmont;WV;26554;www.oictrainingacademy.org;5;32.0;;
381900;Ohio Valley University;Vienna;WV;26105-8000;https://www.ovu.edu;5;13.0;0.2859;29710.0
382800;West Virginia University at Parkersburg;Parkersburg;WV;26104;www.wvup.edu;5;23.0;;9888.0
382711;Potomac State College of West Virginia University;Keyser;WV;26726;www.potomacstatecollege.edu;5;32.0;;13622.0
1290500;Academy of Careers and Technology;Beckley;WV;25801;www.wvact.net;5;13.0;;
382000;Salem University;Salem;WV;26426;www.salemu.edu;5;42.0;;24396.0
382200;Shepherd University;Shepherdstown;WV;25443;www.shepherd.edu/;5;31.0;0.8913;16387.0
381600;Southern West Virginia Community and Technical College;Mount Gay;WV;25637;www.southernwv.edu;5;32.0;;10416.0
2534800;Fred W Eberle Technical Center;Buckhannon;WV;26201;fetc.edu;5;33.0;;
1124500;West Virginia School of Osteopathic Medicine;Lewisburg;WV;24901;www.wvsom.edu;5;32.0;;
382600;West Virginia State University;Institute;WV;25112-1000;www.wvstateu.edu;5;22.0;0.9758;16585.0
1257300;West Virginia University Hospital Departments of Rad Tech and Nutrition;Morgantown;WV;26506-8062;www.wvuhradtech.com;5;13.0;;
382300;West Liberty University;West Liberty;WV;26074;www.westliberty.edu/;5;41.0;0.7176;20767.0
382721;West Virginia University Institute of Technology;Beckley;WV;25801;www.wvutech.edu;5;13.0;0.5291;16296.0
383000;West Virginia Wesleyan College;Buckhannon;WV;26201-2994;www.wvwc.edu;5;33.0;0.7064;43477.0
1057300;West Virginia Junior College-Charleston;Charleston;WV;25301;www.wvjc.edu;5;13.0;;18268.0
500700;West Virginia Junior College-Morgantown;Morgantown;WV;26505;www.wvjc.edu;5;13.0;;22605.0
760000;International Beauty School 4;Martinsburg;WV;25401;www.theinternationalbeautyschool.com;5;13.0;;
905400;West Virginia Northern Community College;Wheeling;WV;26003-3699;www.wvncc.edu/;5;13.0;;9721.0
382700;West Virginia University;Morgantown;WV;26506;www.wvu.edu;5;13.0;0.7190000000000001;20702.0
383100;Wheeling Jesuit University;Wheeling;WV;26003;www.wju.edu;5;13.0;0.514;38805.0
1174900;Wood County School of Practical Nursing;Parkersburg;WV;26104;woodcountyschoolswv.com/WCT/Class/10452-Practical-Nursing;5;23.0;0.8;
1148400;VICI Beauty School;Greenfield;WI;53228;www.vicibeautyschool.com;3;21.0;;
383200;Alverno College;Milwaukee;WI;53234-3922;https://www.alverno.edu;3;11.0;0.8941;36436.0
400700;Madison Area Technical College;Madison;WI;53704-2599;madisoncollege.edu;3;11.0;;14887.0
